Year,VAR,Variable,Country,Unit,PowerCode,Value
2005,TOTPUBSEW,Total public sewerage (% of resident population connected to urban wastewater collecting system = PUBTOTTR + PUBNOTR),Latvia,Percentage,Units,70.01
2010,TOTPUBSEW,Total public sewerage (% of resident population connected to urban wastewater collecting system = PUBTOTTR + PUBNOTR),Latvia,Percentage,Units,100.0
2011,TOTPUBSEW,Total public sewerage (% of resident population connected to urban wastewater collecting system = PUBTOTTR + PUBNOTR),Latvia,Percentage,Units,100.0
2012,TOTPUBSEW,Total public sewerage (% of resident population connected to urban wastewater collecting system = PUBTOTTR + PUBNOTR),Latvia,Percentage,Units,100.0
2013,TOTPUBSEW,Total public sewerage (% of resident population connected to urban wastewater collecting system = PUBTOTTR + PUBNOTR),Latvia,Percentage,Units,100.0
2014,TOTPUBSEW,Total public sewerage (% of resident population connected to urban wastewater collecting system = PUBTOTTR + PUBNOTR),Latvia,Percentage,Units,100.0
2015,TOTPUBSEW,Total public sewerage (% of resident population connected to urban wastewater collecting system = PUBTOTTR + PUBNOTR),Latvia,Percentage,Units,100.0
2016,TOTPUBSEW,Total public sewerage (% of resident population connected to urban wastewater collecting system = PUBTOTTR + PUBNOTR),Latvia,Percentage,Units,100.0
2017,TOTPUBSEW,Total public sewerage (% of resident population connected to urban wastewater collecting system = PUBTOTTR + PUBNOTR),Latvia,Percentage,Units,100.0
2000,PUBNOTR,Connected to a wastewater treatment plant without treatment,Latvia,Percentage,Units,0.0
2005,PUBNOTR,Connected to a wastewater treatment plant without treatment,Latvia,Percentage,Units,0.0
2010,PUBNOTR,Connected to a wastewater treatment plant without treatment,Latvia,Percentage,Units,0.0
2011,PUBNOTR,Connected to a wastewater treatment plant without treatment,Latvia,Percentage,Units,0.0
2012,PUBNOTR,Connected to a wastewater treatment plant without treatment,Latvia,Percentage,Units,0.0
2013,PUBNOTR,Connected to a wastewater treatment plant without treatment,Latvia,Percentage,Units,23.75
2014,PUBNOTR,Connected to a wastewater treatment plant without treatment,Latvia,Percentage,Units,0.0
2015,PUBNOTR,Connected to a wastewater treatment plant without treatment,Latvia,Percentage,Units,0.0
2016,PUBNOTR,Connected to a wastewater treatment plant without treatment,Latvia,Percentage,Units,22.59
2017,PUBNOTR,Connected to a wastewater treatment plant without treatment,Latvia,Percentage,Units,0.0
2000,NOPUBSEWIND,Not connected to public sewerage or independent treatment,Latvia,Percentage,Units,27.47000122
2005,NOPUBSEWIND,Not connected to public sewerage or independent treatment,Latvia,Percentage,Units,29.98000336
2010,NOPUBSEWIND,Not connected to public sewerage or independent treatment,Latvia,Percentage,Units,32.38999939
2011,NOPUBSEWIND,Not connected to public sewerage or independent treatment,Latvia,Percentage,Units,23.58999634
2012,NOPUBSEWIND,Not connected to public sewerage or independent treatment,Latvia,Percentage,Units,24.38999939
2013,NOPUBSEWIND,Not connected to public sewerage or independent treatment,Latvia,Percentage,Units,23.90000153
2014,NOPUBSEWIND,Not connected to public sewerage or independent treatment,Latvia,Percentage,Units,23.30999756
2015,NOPUBSEWIND,Not connected to public sewerage or independent treatment,Latvia,Percentage,Units,22.76999664
2016,NOPUBSEWIND,Not connected to public sewerage or independent treatment,Latvia,Percentage,Units,22.73999786
2017,NOPUBSEWIND,Not connected to public sewerage or independent treatment,Latvia,Percentage,Units,18.09999847
2005,TOTPUBSEW,Total public sewerage (% of resident population connected to urban wastewater collecting system = PUBTOTTR + PUBNOTR),Lithuania,Percentage,Units,68.59
2010,TOTPUBSEW,Total public sewerage (% of resident population connected to urban wastewater collecting system = PUBTOTTR + PUBNOTR),Lithuania,Percentage,Units,74.5
2011,TOTPUBSEW,Total public sewerage (% of resident population connected to urban wastewater collecting system = PUBTOTTR + PUBNOTR),Lithuania,Percentage,Units,75.0
2012,TOTPUBSEW,Total public sewerage (% of resident population connected to urban wastewater collecting system = PUBTOTTR + PUBNOTR),Lithuania,Percentage,Units,74.07
2013,TOTPUBSEW,Total public sewerage (% of resident population connected to urban wastewater collecting system = PUBTOTTR + PUBNOTR),Lithuania,Percentage,Units,74.18
2014,TOTPUBSEW,Total public sewerage (% of resident population connected to urban wastewater collecting system = PUBTOTTR + PUBNOTR),Lithuania,Percentage,Units,75.41
2015,TOTPUBSEW,Total public sewerage (% of resident population connected to urban wastewater collecting system = PUBTOTTR + PUBNOTR),Lithuania,Percentage,Units,76.66
2016,TOTPUBSEW,Total public sewerage (% of resident population connected to urban wastewater collecting system = PUBTOTTR + PUBNOTR),Lithuania,Percentage,Units,77.48
2017,TOTPUBSEW,Total public sewerage (% of resident population connected to urban wastewater collecting system = PUBTOTTR + PUBNOTR),Lithuania,Percentage,Units,77.6
2005,PUBNOTR,Connected to a wastewater treatment plant without treatment,Lithuania,Percentage,Units,0.0
2010,PUBNOTR,Connected to a wastewater treatment plant without treatment,Lithuania,Percentage,Units,0.06
2011,PUBNOTR,Connected to a wastewater treatment plant without treatment,Lithuania,Percentage,Units,0.05
2012,PUBNOTR,Connected to a wastewater treatment plant without treatment,Lithuania,Percentage,Units,0.0
2013,PUBNOTR,Connected to a wastewater treatment plant without treatment,Lithuania,Percentage,Units,0.0
2014,PUBNOTR,Connected to a wastewater treatment plant without treatment,Lithuania,Percentage,Units,0.0
2015,PUBNOTR,Connected to a wastewater treatment plant without treatment,Lithuania,Percentage,Units,0.0
2016,PUBNOTR,Connected to a wastewater treatment plant without treatment,Lithuania,Percentage,Units,0.0
2017,PUBNOTR,Connected to a wastewater treatment plant without treatment,Lithuania,Percentage,Units,0.0
2005,PUBMECTR,Primary treatment,Lithuania,Percentage,Units,11.32
2010,PUBMECTR,Primary treatment,Lithuania,Percentage,Units,0.02
2011,PUBMECTR,Primary treatment,Lithuania,Percentage,Units,-4.29153e-06
2012,PUBMECTR,Primary treatment,Lithuania,Percentage,Units,0.0
2013,PUBMECTR,Primary treatment,Lithuania,Percentage,Units,0.0
2014,PUBMECTR,Primary treatment,Lithuania,Percentage,Units,0.18
2015,PUBMECTR,Primary treatment,Lithuania,Percentage,Units,0.13
2016,PUBMECTR,Primary treatment,Lithuania,Percentage,Units,0.11
2017,PUBMECTR,Primary treatment,Lithuania,Percentage,Units,0.1
2005,PUBBIOTR,Secondary treatment,Lithuania,Percentage,Units,21.53
2010,PUBBIOTR,Secondary treatment,Lithuania,Percentage,Units,3.68
2011,PUBBIOTR,Secondary treatment,Lithuania,Percentage,Units,3.19
2012,PUBBIOTR,Secondary treatment,Lithuania,Percentage,Units,2.36
2013,PUBBIOTR,Secondary treatment,Lithuania,Percentage,Units,1.4
2014,PUBBIOTR,Secondary treatment,Lithuania,Percentage,Units,5.49
2015,PUBBIOTR,Secondary treatment,Lithuania,Percentage,Units,6.89
2016,PUBBIOTR,Secondary treatment,Lithuania,Percentage,Units,6.45
2017,PUBBIOTR,Secondary treatment,Lithuania,Percentage,Units,6.67
2005,PUBADVTR,Tertiary treatment,Lithuania,Percentage,Units,35.74
2010,PUBADVTR,Tertiary treatment,Lithuania,Percentage,Units,60.01
2011,PUBADVTR,Tertiary treatment,Lithuania,Percentage,Units,61.88
2012,PUBADVTR,Tertiary treatment,Lithuania,Percentage,Units,60.7
2013,PUBADVTR,Tertiary treatment,Lithuania,Percentage,Units,62.86
2014,PUBADVTR,Tertiary treatment,Lithuania,Percentage,Units,63.9
2015,PUBADVTR,Tertiary treatment,Lithuania,Percentage,Units,65.4
2016,PUBADVTR,Tertiary treatment,Lithuania,Percentage,Units,67.08
2017,PUBADVTR,Tertiary treatment,Lithuania,Percentage,Units,67.11
2005,PUBTOTTR,Public total treatment (connected to a wastewater treatment plant = PUBMECTR + PUBBIOTR + PUBADVTR + OTHERTR),Lithuania,Percentage,Units,68.59
2010,PUBTOTTR,Public total treatment (connected to a wastewater treatment plant = PUBMECTR + PUBBIOTR + PUBADVTR + OTHERTR),Lithuania,Percentage,Units,72.24
2011,PUBTOTTR,Public total treatment (connected to a wastewater treatment plant = PUBMECTR + PUBBIOTR + PUBADVTR + OTHERTR),Lithuania,Percentage,Units,72.95
2012,PUBTOTTR,Public total treatment (connected to a wastewater treatment plant = PUBMECTR + PUBBIOTR + PUBADVTR + OTHERTR),Lithuania,Percentage,Units,67.0
2013,PUBTOTTR,Public total treatment (connected to a wastewater treatment plant = PUBMECTR + PUBBIOTR + PUBADVTR + OTHERTR),Lithuania,Percentage,Units,67.0
2014,PUBTOTTR,Public total treatment (connected to a wastewater treatment plant = PUBMECTR + PUBBIOTR + PUBADVTR + OTHERTR),Lithuania,Percentage,Units,69.6
2015,PUBTOTTR,Public total treatment (connected to a wastewater treatment plant = PUBMECTR + PUBBIOTR + PUBADVTR + OTHERTR),Lithuania,Percentage,Units,72.4
2016,PUBTOTTR,Public total treatment (connected to a wastewater treatment plant = PUBMECTR + PUBBIOTR + PUBADVTR + OTHERTR),Lithuania,Percentage,Units,73.6
2017,PUBTOTTR,Public total treatment (connected to a wastewater treatment plant = PUBMECTR + PUBBIOTR + PUBADVTR + OTHERTR),Lithuania,Percentage,Units,73.9
2005,OTHERTR,Unspecified (other) treatment ,Lithuania,Percentage,Units,-5.7220500000000006e-06
2010,OTHERTR,Unspecified (other) treatment ,Lithuania,Percentage,Units,8.53
2011,OTHERTR,Unspecified (other) treatment ,Lithuania,Percentage,Units,7.88
2012,OTHERTR,Unspecified (other) treatment ,Lithuania,Percentage,Units,3.9
2013,OTHERTR,Unspecified (other) treatment ,Lithuania,Percentage,Units,2.72
2014,OTHERTR,Unspecified (other) treatment ,Lithuania,Percentage,Units,0.0
2015,OTHERTR,Unspecified (other) treatment ,Lithuania,Percentage,Units,0.0
2016,OTHERTR,Unspecified (other) treatment ,Lithuania,Percentage,Units,0.0
2017,OTHERTR,Unspecified (other) treatment ,Lithuania,Percentage,Units,0.0
2005,NOPUBSEWIND,Not connected to public sewerage or independent treatment,Lithuania,Percentage,Units,31.41000366
2010,NOPUBSEWIND,Not connected to public sewerage or independent treatment,Lithuania,Percentage,Units,27.69999695
2011,NOPUBSEWIND,Not connected to public sewerage or independent treatment,Lithuania,Percentage,Units,27.0
2012,NOPUBSEWIND,Not connected to public sewerage or independent treatment,Lithuania,Percentage,Units,25.87999725
2013,NOPUBSEWIND,Not connected to public sewerage or independent treatment,Lithuania,Percentage,Units,25.5
2014,NOPUBSEWIND,Not connected to public sewerage or independent treatment,Lithuania,Percentage,Units,24.55000305
2015,NOPUBSEWIND,Not connected to public sewerage or independent treatment,Lithuania,Percentage,Units,23.30000305
2016,NOPUBSEWIND,Not connected to public sewerage or independent treatment,Lithuania,Percentage,Units,22.49129486
2017,NOPUBSEWIND,Not connected to public sewerage or independent treatment,Lithuania,Percentage,Units,26.09999847
2014,INDEPDTR,Population connected to independent treatment,New Zealand,Percentage,Units,12.0
2014,TOTTR,Total treatment ( = PUBTOTTR + INDEPDTR),New Zealand,Percentage,Units,94.0
2000,TOTTR,Total treatment ( = PUBTOTTR + INDEPDTR),Poland,Percentage,Units,53.6
2005,TOTTR,Total treatment ( = PUBTOTTR + INDEPDTR),Poland,Percentage,Units,60.2
2010,TOTTR,Total treatment ( = PUBTOTTR + INDEPDTR),Poland,Percentage,Units,89.8
2011,TOTTR,Total treatment ( = PUBTOTTR + INDEPDTR),Poland,Percentage,Units,90.7
2012,TOTTR,Total treatment ( = PUBTOTTR + INDEPDTR),Poland,Percentage,Units,93.8
2013,TOTTR,Total treatment ( = PUBTOTTR + INDEPDTR),Poland,Percentage,Units,95.2
2014,TOTTR,Total treatment ( = PUBTOTTR + INDEPDTR),Poland,Percentage,Units,93.8
2015,TOTTR,Total treatment ( = PUBTOTTR + INDEPDTR),Poland,Percentage,Units,94.2
2016,TOTTR,Total treatment ( = PUBTOTTR + INDEPDTR),Poland,Percentage,Units,94.8
2013,PUBMECTR,Primary treatment,Slovak Republic,Percentage,Units,2.1
2014,PUBMECTR,Primary treatment,Slovak Republic,Percentage,Units,2.1
2015,PUBMECTR,Primary treatment,Slovak Republic,Percentage,Units,2.13
2016,PUBMECTR,Primary treatment,Slovak Republic,Percentage,Units,2.2
2017,PUBMECTR,Primary treatment,Slovak Republic,Percentage,Units,2.2
2000,OTHERTR,Unspecified (other) treatment ,Slovak Republic,Percentage,Units,50.5
2005,OTHERTR,Unspecified (other) treatment ,Slovak Republic,Percentage,Units,55.0
2010,OTHERTR,Unspecified (other) treatment ,Slovak Republic,Percentage,Units,58.9
2011,OTHERTR,Unspecified (other) treatment ,Slovak Republic,Percentage,Units,60.0
2012,OTHERTR,Unspecified (other) treatment ,Slovak Republic,Percentage,Units,61.0
2013,OTHERTR,Unspecified (other) treatment ,Slovak Republic,Percentage,Units,0.0
2014,OTHERTR,Unspecified (other) treatment ,Slovak Republic,Percentage,Units,0.0
2015,OTHERTR,Unspecified (other) treatment ,Slovak Republic,Percentage,Units,0.0
2016,OTHERTR,Unspecified (other) treatment ,Slovak Republic,Percentage,Units,0.0
2017,OTHERTR,Unspecified (other) treatment ,Slovak Republic,Percentage,Units,0.0
2010,PUBMECTR,Primary treatment,Australia,Percentage,Units,45.844559999999994
2011,PUBMECTR,Primary treatment,Australia,Percentage,Units,44.24442
2012,PUBMECTR,Primary treatment,Australia,Percentage,Units,37.5459
2013,PUBMECTR,Primary treatment,Australia,Percentage,Units,21.6384
2014,PUBMECTR,Primary treatment,Australia,Percentage,Units,19.62484
2015,PUBMECTR,Primary treatment,Australia,Percentage,Units,20.50836
2016,PUBMECTR,Primary treatment,Australia,Percentage,Units,20.06816
2017,PUBMECTR,Primary treatment,Australia,Percentage,Units,19.74297
2010,PUBBIOTR,Secondary treatment,Australia,Percentage,Units,16.39968
2011,PUBBIOTR,Secondary treatment,Australia,Percentage,Units,23.385
2012,PUBBIOTR,Secondary treatment,Australia,Percentage,Units,9.7864
2013,PUBBIOTR,Secondary treatment,Australia,Percentage,Units,24.837120000000002
2014,PUBBIOTR,Secondary treatment,Australia,Percentage,Units,23.23507
2015,PUBBIOTR,Secondary treatment,Australia,Percentage,Units,22.263579999999997
2016,PUBBIOTR,Secondary treatment,Australia,Percentage,Units,23.95232
2017,PUBBIOTR,Secondary treatment,Australia,Percentage,Units,24.56285
2010,PUBADVTR,Tertiary treatment,Australia,Percentage,Units,30.93576
2011,PUBADVTR,Tertiary treatment,Australia,Percentage,Units,25.91058
2012,PUBADVTR,Tertiary treatment,Australia,Percentage,Units,46.7677
2013,PUBADVTR,Tertiary treatment,Australia,Percentage,Units,47.60448
2014,PUBADVTR,Tertiary treatment,Australia,Percentage,Units,49.71009
2015,PUBADVTR,Tertiary treatment,Australia,Percentage,Units,49.608059999999995
2016,PUBADVTR,Tertiary treatment,Australia,Percentage,Units,48.45952
2017,PUBADVTR,Tertiary treatment,Australia,Percentage,Units,48.38418
2010,INDEPDTR,Population connected to independent treatment,Australia,Percentage,Units,6.82
2011,INDEPDTR,Population connected to independent treatment,Australia,Percentage,Units,6.46
2012,INDEPDTR,Population connected to independent treatment,Australia,Percentage,Units,5.9
2013,INDEPDTR,Population connected to independent treatment,Australia,Percentage,Units,5.92
2014,INDEPDTR,Population connected to independent treatment,Australia,Percentage,Units,7.43
2015,INDEPDTR,Population connected to independent treatment,Australia,Percentage,Units,7.62
2016,INDEPDTR,Population connected to independent treatment,Australia,Percentage,Units,7.52
2017,INDEPDTR,Population connected to independent treatment,Australia,Percentage,Units,7.31
2010,PUBTOTTR,Public total treatment (connected to a wastewater treatment plant = PUBMECTR + PUBBIOTR + PUBADVTR + OTHERTR),Australia,Percentage,Units,93.18
2011,PUBTOTTR,Public total treatment (connected to a wastewater treatment plant = PUBMECTR + PUBBIOTR + PUBADVTR + OTHERTR),Australia,Percentage,Units,93.54
2012,PUBTOTTR,Public total treatment (connected to a wastewater treatment plant = PUBMECTR + PUBBIOTR + PUBADVTR + OTHERTR),Australia,Percentage,Units,94.1
2013,PUBTOTTR,Public total treatment (connected to a wastewater treatment plant = PUBMECTR + PUBBIOTR + PUBADVTR + OTHERTR),Australia,Percentage,Units,94.08
2014,PUBTOTTR,Public total treatment (connected to a wastewater treatment plant = PUBMECTR + PUBBIOTR + PUBADVTR + OTHERTR),Australia,Percentage,Units,92.57
2015,PUBTOTTR,Public total treatment (connected to a wastewater treatment plant = PUBMECTR + PUBBIOTR + PUBADVTR + OTHERTR),Australia,Percentage,Units,92.38
2016,PUBTOTTR,Public total treatment (connected to a wastewater treatment plant = PUBMECTR + PUBBIOTR + PUBADVTR + OTHERTR),Australia,Percentage,Units,92.48
